"DATA DE RESULTADO DA COMPRA";"DATA DE ABERTURA";"ORGÃO SUPERIOR LICITANTE";"ÓRGÃO / ENTIDADE VINCULADA LICITANTE";"UNIDADE GESTORA";"SITUAÇÃO";"MODALIDADE DA LICITAÇÃO";"INSTRUMENTO LEGAL DE CONTRATAÇÃO";"NÚMERO DA LICITAÇÃO";
"24/01/2024";"Sem informação";"Ministério da Agricultura, Pecuária e Abastecimento";"Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/MG";"Encerrado";"Dispensa de Licitação";"Contrato";"90001/2024";
"24/01/2024";"15/12/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"COMPLEXO HOSP UNIVERSIT DA UFPA (HUBFS/HUJBB)";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00100/2023";
"24/01/2024";"22/12/2023";"Ministério do Desenvolvimento Regional";"Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"CIA DE DES.DOS VALES DO S.FRANC.E DO PARNAIBA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00040/2023";
"24/01/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DA UFSC";"Encerrado";"Dispensa de Licitação";"Sem informação";"90023/2024";
"24/01/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO GETULIO VARGAS";"Encerrado";"Inexigibilidade de Licitação";"Sem informação";"90001/2024";
"24/01/2024";"08/01/2024";"Ministério da Educação";"Universidade Federal do Rio de Janeiro";"HOSPITAL UNIVERSITARIO DA UFRJ";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00124/2023";
"24/01/2024";"31/07/2023";"Ministério da Defesa";"Comando da Aeronáutica";"BASE AEREA DE SALVADOR";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00017/2023";
"24/01/2024";"18/01/2024";"Ministério da Educação";"Universidade Federal de Santa Maria";"UNIVERSIDADE FEDERAL DE SANTA MARIA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00212/2023";
"24/01/2024";"06/10/2023";"Ministério da Defesa";"Comando da Aeronáutica";"GRUPAMENTO DE APOIO DE BELEM";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00112/2023";
"24/01/2024";"Sem informação";"Ministério da Agricultura, Pecuária e Abastecimento";"Empresa Brasileira de Pesquisa Agropecuária";"EMBRAPA/SGE-GCIN";"Publicado";"Dispensa de Licitação";"Sem informação";"90001/2024";
"24/01/2024";"06/11/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIV. DR. MIGUEL RIET CORREA JR.";"Publicado";"Pregão - Registro de Preço";"Contrato";"00048/2023";
"24/01/2024";"17/01/2024";"Ministério da Defesa";"Comando do Exército";"BATALHAO MANUTENCAO E SUPRIMENTO DE ARMAMENTO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00012/2023";
"24/01/2024";"18/01/2024";"MINISTERIO DAS COMUNICACOES";"MINISTERIO DAS COMUNICACOES";"TELECOMUNICAÇÕES BRASILEIRAS S.A.";"Evento de Resultado de Julgamento Publicado";"Pregão";"Sem informação";"00026/2023";
"24/01/2024";"10/01/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DISTRITO SANIT.ESP.INDIGENA - MANAUS";"Publicado";"Pregão";"Contrato";"00009/2023";
"24/01/2024";"08/01/2024";"Ministério da Educação";"Universidade Federal da Bahia";"UNIVERSIDADE FEDERAL DA BAHIA";"Publicado";"Pregão";"Contrato";"00057/2023";
"24/01/2024";"15/01/2024";"Ministério da Educação";"Universidade Federal do Rio de Janeiro";"HOSPITAL UNIVERSITARIO DA UFRJ";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00129/2023";
"24/01/2024";"30/11/2023";"Ministério da Defesa";"Comando do Exército";"COMANDO 5ª REGIAO MILITAR";"Evento de Alteração Publicado";"Pregão - Registro de Preço";"Sem informação";"00011/2023";
"24/01/2024";"21/11/2023";"Ministério da Educação";"Universidade Federal de Goiás";"UNIVERSIDADE FEDERAL DE GOIAS";"Evento de Suspensão Publicado";"Pregão - Registro de Preço";"Sem informação";"00036/2023";
"24/01/2024";"Sem informação";"Ministério da Agricultura, Pecuária e Abastecimento";"Empresa Brasileira de Pesquisa Agropecuária";"EMBRAPA/SGE-GCIN";"Publicado";"Dispensa de Licitação";"Sem informação";"00213/2023";
"24/01/2024";"13/11/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DAS CLINICAS DA UFMG";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00052/2023";
"24/01/2024";"10/11/2023";"Ministério da Economia";"Ministério da Economia - Unidades com vínculo direto";"ALFANDEGA DA RFB EM SAO PAULO";"Publicado";"Pregão";"Sem informação";"00007/2023";
"24/01/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"COMISSAO REGIONAL DE OBRAS/3";"Evento de Resultado de Julgamento Publicado";"Tomada de Preços";"Sem informação";"00030/2023";
"24/01/2024";"13/12/2023";"Ministério da Economia";"Ministério da Economia - Unidades com vínculo direto";"GERENCIA REG.DE ADM.DO ME-RIO GRANDE DO NORTE";"Publicado";"Pregão";"Contrato";"00005/2023";
"24/01/2024";"19/09/2023";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00004/2023";
"24/01/2024";"23/01/2024";"Ministério da Educação";"Instituto Federal do Ceará";"CAMPUS LIMOEIRO DO NORTE/IFCE";"Publicado";"Pregão";"Contrato";"00013/2023";
"24/01/2024";"24/01/2024";"Ministério da Educação";"Instituto Federal Fluminense";"INST.FED.DE EDUC.,CIENC.E TEC.FLUMINENSE";"Publicado";"Pregão";"Sem informação";"00047/2023";
"24/01/2024";"02/01/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00210/2023";
"24/01/2024";"Sem informação";"Ministério da Agricultura, Pecuária e Abastecimento";"Empresa Brasileira de Pesquisa Agropecuária";"EMBRAPA/CPACP";"Encerrado";"Dispensa de Licitação";"Sem informação";"00022/2023";
"24/01/2024";"27/11/2023";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DISTRITO SANIT.ESP.INDIGENA - CEARA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00015/2023";
"24/01/2024";"17/01/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DE SANTA MARIA";"Publicado";"Pregão";"Contrato";"00206/2023";
"24/01/2024";"07/11/2023";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INSTITUTO NACIONAL DE CARDIOLOGIA";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00052/2023";
"24/01/2024";"24/01/2024";"Ministério da Defesa";"Comando do Exército";"20 REGIMENTO DE CAVALARIA BLINDADO";"Publicado";"Pregão";"Sem informação";"90005/2024";
"24/01/2024";"16/01/2024";"Ministério da Educação";"Universidade Federal de São Paulo";"UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00184/2023";
"24/01/2024";"21/09/2023";"Ministério da Ciência, Tecnologia, Inovações e Comunicações";"Comissão Nacional de Energia Nuclear";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"Publicado";"Pregão";"Contrato";"00031/2023";
"24/01/2024";"18/09/2023";"Ministério do Desenvolvimento Regional";"Superintendência do Desenvolvimento da Amazônia";"SUPERINTEND. DO DESENVOLVIMENTO DA AMAZONIA";"Evento de Suspensão Publicado";"Pregão";"Contrato";"00002/2023";
"24/01/2024";"10/01/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DA UFJF";"Publicado";"Pregão";"Contrato";"00087/2023";
"24/01/2024";"24/01/2024";"Ministério da Defesa";"Comando do Exército";"HOSPITAL CENTRAL DO EXERCITO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00047/2023";
"24/01/2024";"29/12/2023";"Ministério do Desenvolvimento Regional";"Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"CIA DE DES.DOS VALES DO S.FRANC.E DO PARNAIBA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00050/2023";
"24/01/2024";"28/12/2023";"Ministério da Defesa";"Comando da Marinha";"CENTRO DE INSTRUCAO ALTE. SYLVIO DE CAMARGO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00015/2023";
"24/01/2024";"05/01/2024";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FPV";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00122/2023";
"24/01/2024";"04/07/2023";"Ministério da Defesa";"Comando da Marinha";"HOSPITAL NAVAL MARCILIO DIAS";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00036/2023";
"24/01/2024";"06/11/2023";"Ministério da Defesa";"Comando do Exército";"27 BATALHAO LOGISTICO";"Evento de Habilitação Publicado";"Pregão";"Sem informação";"00007/2023";
"24/01/2024";"21/11/2023";"Ministério da Defesa";"Comando do Exército";"3º BATALHAO DE INFANTARIA DE SELVA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00012/2023";
"24/01/2024";"04/12/2023";"Ministério da Defesa";"Comando do Exército";"BASE DE AVIACAO DE TAUBATE";"Evento de Suspensão Publicado";"Pregão - Registro de Preço";"Sem informação";"00039/2023";
"24/01/2024";"28/07/2023";"Ministério de Minas e Energia";"Empresas de Energia";"ELETROBRAS TERMONUCLEAR S/A";"Publicado";"Pregão";"Sem informação";"00079/2023";
"24/01/2024";"04/12/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"Evento de Suspensão Publicado";"Pregão";"Contrato";"00003/2023";
"24/01/2024";"15/01/2024";"Ministério da Educação";"Instituto Federal Sul-rio-grandense";"INST.FED.DE EDUC.,CIE.E TEC.SUL-RIO-GRANDENSE";"Publicado";"Pregão";"Contrato";"00044/2023";
"24/01/2024";"29/12/2023";"Ministério do Desenvolvimento Regional";"Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"CIA DE DES.DOS VALES DO S.FRANC.E DO PARNAIBA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00049/2023";
"24/01/2024";"03/01/2024";"Ministério da Defesa";"Empresa Gerencial de Projetos Navais";"EMGEPRON - DIFERENCA DA INTEGRACAO";"Evento de Resultado de Julgamento Publicado";"Pregão";"Sem informação";"00041/2023";
"24/01/2024";"Sem informação";"Ministério da Agricultura, Pecuária e Abastecimento";"Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/BA";"Encerrado";"Dispensa de Licitação";"Contrato";"90002/2024";
"24/01/2024";"10/01/2024";"Ministério da Economia";"Ministério da Economia - Unidades com vínculo direto";"SUPERINTENDENCIA REG. ADM. DO ME-MINAS GERAIS";"Evento de Resultado de Julgamento Publicado";"Pregão";"Sem informação";"00019/2023";
"24/01/2024";"18/12/2023";"Ministério da Defesa";"Comando do Exército";"DEPARTAMENTO DE EDUCACAO E CULTURA DO EXERCIT";"Evento de Alteração Publicado";"Pregão - Registro de Preço";"Sem informação";"00008/2022";
"24/01/2024";"08/11/2023";"Ministério da Defesa";"Comando do Exército";"BASE DE AVIACAO DE TAUBATE";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00034/2023";
"25/01/2024";"12/01/2024";"Ministério da Defesa";"Comando da Marinha";"CENTRO DE OBTENCAO DA MARINHA NO R.J.";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00043/2023";
"25/01/2024";"15/12/2023";"Ministério da Educação";"Instituto Federal do Ceará";"CAMPUS FORTALEZA/IFCE";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00008/2023";
"25/01/2024";"05/12/2023";"Ministério da Defesa";"Comando da Marinha";"BASE FLUVIAL DE LADARIO";"Evento de Retificação Divulgado";"Pregão - Registro de Preço";"Sem informação";"00010/2023";
"25/01/2024";"Sem informação";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"SUPERINTENDENCIA ESTADUAL DO MS/TO";"Encerrado";"Dispensa de Licitação";"Contrato";"90001/2024";
"25/01/2024";"05/10/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DAS CLINICAS DA UFG";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00116/2023";
"25/01/2024";"26/12/2023";"Ministério da Defesa";"Comando do Exército";"1º DEPOSITO DE SUPRIMENTO";"Evento de Alteração Publicado";"Pregão - Registro de Preço";"Sem informação";"00007/2023";
"25/01/2024";"09/11/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL ESCOLA DA UFPEL";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00068/2023";
"25/01/2024";"25/01/2024";"Ministério da Defesa";"Comando da Marinha";"GABINETE DO COMANDANTE DA MARINHA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00014/2023";
"25/01/2024";"08/12/2023";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INSTITUTO NACIONAL DE CARDIOLOGIA";"Encerrado";"Dispensa de Licitação";"Sem informação";"00115/2023";
"25/01/2024";"11/01/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSP DE ENSINO DR WASHINGTON ANTONIO DE BARRO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00053/2023";
"25/01/2024";"04/01/2024";"Ministério da Defesa";"Comando da Marinha";"BASE NAVAL DE VAL-DE-CAES";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00035/2023";
"25/01/2024";"10/01/2024";"Ministério da Defesa";"Comando da Marinha";"CENTRO DE INTENDENCIA DA MARINHA EM MANAUS";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00054/2023";
"25/01/2024";"Sem informação";"Ministério da Justiça e Segurança Pública";"Fundação Nacional do Índio";"FUNAI-SEDE BRASILIA/DF";"Publicado";"Dispensa de Licitação";"Contrato";"00021/2023";
"25/01/2024";"16/01/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"COMPLEXO HOSP UNIVERSIT DA UFPA (HUBFS/HUJBB)";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00108/2023";
"25/01/2024";"18/12/2023";"Ministério da Defesa";"Comando da Marinha";"CENTRO DE INTENDENCIA DA MARINHA EM RIO GRAND";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00030/2023";
"25/01/2024";"18/09/2023";"Ministério da Defesa";"Comando da Aeronáutica";"CENTRO DE AQUISICOES ESPECIFICAS";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00154/2023";
"25/01/2024";"03/01/2024";"Ministério da Defesa";"Comando da Marinha";"CENTRO DE INTENDENCIA DA MARINHA EM BELEM";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00058/2023";
"25/01/2024";"21/12/2023";"Ministério da Educação";"Universidade Federal de Roraima";"UNIVERSIDADE FEDERAL DE RORAIMA";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Contrato";"00055/2023";
"25/01/2024";"12/12/2023";"Ministério da Defesa";"Comando do Exército";"ACADEMIA MILITAR DAS AGULHAS NEGRAS";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00043/2023";
"25/01/2024";"25/01/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DISTRITO SANIT.ESP.INDIGENA - MG/ES";"Publicado";"Pregão";"Sem informação";"00060/2023";
"25/01/2024";"01/12/2023";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DISTRITO SANIT.ESP.INDIGENA - AMAPA";"Evento de Adiamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00005/2023";
"25/01/2024";"14/09/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES";"Evento de Suspensão Publicado";"Pregão - Registro de Preço";"Sem informação";"00053/2023";
"25/01/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DA UFSC";"Encerrado";"Dispensa de Licitação";"Sem informação";"90030/2024";
"25/01/2024";"16/01/2024";"Ministério da Defesa";"Comando da Marinha";"BASE NAVAL DE VAL-DE-CAES";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00019/2023";
"25/01/2024";"01/12/2023";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DISTRITO SANIT.ESP.INDIGENA - LITORAL SUL";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00008/2023";
"25/01/2024";"06/12/2023";"Ministério da Defesa";"Comando da Marinha";"CENTRO DE OBTENCAO DA MARINHA NO R.J.";"Publicado";"Pregão";"Contrato";"00184/2023";
"25/01/2024";"Sem informação";"Ministério da Economia";"Ministério da Economia - Unidades com vínculo direto";"DELEGACIA DA RFB EM JUNDIAI";"Encerrado";"Dispensa de Licitação";"Contrato";"00017/2023";
"25/01/2024";"10/01/2024";"Ministério da Defesa";"Comando da Marinha";"HOSPITAL NAVAL DE BRASILIA";"Publicado";"Pregão";"Contrato";"00035/2023";
"25/01/2024";"07/12/2023";"Ministério da Defesa";"Comando da Aeronáutica";"GRUPAMENTO DE APOIO DE SAO PAULO";"Publicado";"Pregão";"Sem informação";"00097/2023";
"25/01/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DA UFSC";"Encerrado";"Dispensa de Licitação";"Sem informação";"90029/2024";
"25/01/2024";"Sem informação";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FPV";"Encerrado";"Dispensa de Licitação";"Sem informação";"00153/2023";
"25/01/2024";"20/12/2023";"Ministério da Justiça e Segurança Pública";"Fundação Nacional do Índio";"COORDENACAO REG.AMAPA E NORTE DO PARA/AP";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00007/2023";
"25/01/2024";"01/11/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSP UNIVERSITARIO CASSIANO ANTONIO DE MORAES";"Evento de Alteração Publicado";"Pregão";"Contrato";"00156/2023";
"25/01/2024";"20/11/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DAS CLINICAS DA UFMG";"Evento de Alteração de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00098/2023";
"25/01/2024";"18/12/2023";"Ministério da Educação";"Universidade Tecnológica Federal do Paraná";"UTFPR - CAMPUS PONTA GROSSA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00037/2023";
"25/01/2024";"04/01/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES";"Evento de Suspensão Publicado";"Pregão - Registro de Preço";"Sem informação";"00066/2023";
