"DATA ASSINATURA CONTRATO";"DATA PUBLICAÇÃO DOU";"DATA INÍCIO VIGÊNCIA";"DATA FIM VIGÊNCIA";"ORGÃO SUPERIOR CONTRATANTE";"ÓRGÃO / ENTIDADE VINCULADA CONTRATANTE";"UNIDADE GESTORA CONTRATANTE";"FORMA DE CONTRATAÇÃO";"GRUPO DE OBJETO DE CONTRATAÇÃO";"NÚMERO DO CONTRATO";"NOME DO FORNECEDOR";"CPF / CNPJ DO FORNECEDOR";"SITUAÇÃO";"VALOR CONTRATADO";
"19/01/2024";"24/01/2024";"22/01/2024";"22/01/2025";"Ministério do Trabalho";"Instituto Nacional do Seguro Social";"SUPERINTENDENCIA REGIONAL NORDESTE";"Pregão";"Outros";"00002/2024";"LP SOLUCOES EM LICITACOES LTDA";"44.051.659/0001-42";"Não se aplica";"16.100,00";
"11/04/2024";"25/04/2024";"11/04/2024";"10/04/2026";"Ministério da Educação";"Instituto Federal Baiano";"INST FED DE EDUC CIENC E TECNOLOGIA BAIANO";"Dispensa de Licitação";"Outros";"00003/2024";"MCR SISTEMAS E CONSULTORIA LTDA";"04.198.254/0001-17";"Não se aplica";"16.125,00";
"09/04/2024";"10/04/2024";"10/04/2024";"10/10/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DAS CLINICAS DA UFMG";"Dispensa de Licitação";"Outros";"00220/2024";"LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD";"63.067.904/0005-88";"Não se aplica";"16.132,04";
"12/01/2024";"26/01/2024";"15/01/2024";"15/09/2024";"Ministério da Defesa";"Comando do Exército";"HOSPITAL MILITAR DE AREA DE CAMPO GRANDE";"Dispensa de Licitação";"Outros";"00009/2024";"ASSOCIACAO DOS AGRICULTORES FAMILIARES DO ASSENTAMENTO ALAMBARI MUNICIPIO DE SID";"08.953.816/0001-41";"Não se aplica";"16.155,62";
"19/01/2024";"22/01/2024";"07/02/2024";"07/02/2025";"Ministério da Educação";"Instituto Federal do Ceará";"INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA";"Pregão - Registro de Preço";"Serviços";"00001/2024";"GENTE SEGURADORA SA";"90.180.605/0001-02";"Não se aplica";"16.182,00";
"09/02/2024";"15/02/2024";"09/02/2024";"09/02/2026";"Ministério da Justiça e Segurança Pública";"Departamento de Polícia Rodoviária Federal";"SUPERINTENDENCIA REG. POL. RODV. FEDERAL-MT";"Pregão";"Materiais";"00011/2024";"UGOLINI CAMPOS LTDA";"01.354.498/0001-53";"Não se aplica";"16.200,00";
"26/03/2024";"28/03/2024";"26/03/2024";"26/03/2029";"Ministério da Educação";"Instituto Federal do Norte de Minas Gerais";"INST.FED.DO NORTE DE MG/CAMPUS JANUARIA";"Pregão";"Outros";"00003/2024";"DANILO APARECIDO BORELLA";"03.368.371/0001-19";"Não se aplica";"16.222,50";
"19/01/2024";"23/01/2024";"23/01/2024";"Sem informação";"Ministério da Educação";"Universidade Federal de Lavras";"UNIVERSIDADE FEDERAL DE LAVRAS";"Sem Informação";"Serviços";"00011/2024";"CEMIG DISTRIBUICAO S.A";"06.981.180/0001-16";"Não se aplica";"16.309,91";
"29/02/2024";"21/03/2024";"29/02/2024";"28/02/2025";"Ministério da Defesa";"Comando do Exército";"COMANDO/1A BRIGADA DE INFANTARIA DE SELVA";"Pregão - Registro de Preço";"Outros";"00009/2024";"PRIME LOCACOES E SERVICOS LTDA";"02.921.822/0001-30";"Não se aplica";"16.325,00";
"17/01/2024";"19/01/2024";"17/01/2024";"17/01/2025";"Ministério da Educação";"Universidade Federal da Integração Latino-Americana";"UNIV. FEDERAL DA INTEGRACAO LATINO-AMERICANA";"Pregão - Registro de Preço";"Materiais";"00067/2023";"ETHOS LAB DO BRASIL COMERCIO DE PRODUTOS PARA PESQUISA LTDA";"51.230.447/0001-98";"Não se aplica";"16.331,49";
"24/01/2024";"26/02/2024";"24/01/2024";"23/01/2025";"Ministério da Defesa";"Comando do Exército";"4 BATALHAO DE AVIACAO DO EXERCITO";"Pregão - Registro de Preço";"Serviços";"00039/2023";"T.H.S. TRANSPORTE E LOGISTICA LTDA";"07.890.229/0001-98";"Não se aplica";"16.345,74";
"07/03/2024";"13/03/2024";"07/03/2024";"03/06/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INSTITUTO EVANDRO CHAGAS";"Pregão";"Materiais";"00080/2024";"LICERI COMERCIO DE PRODUTOS EM GERAL LTDA";"26.950.671/0001-07";"Não se aplica";"16.361,15";
"31/01/2024";"05/02/2024";"31/01/2024";"30/01/2025";"Ministério da Economia";"Ministério da Economia - Unidades com vínculo direto";"DELEGACIA DA RFB EM JUNDIAI";"Dispensa de Licitação";"Materiais";"00004/2024";"42.629.764 LENISE ISABELLE CAVALCANTI DE ALMEIDA";"42.629.764/0001-90";"Não se aplica";"16.440,00";
"18/04/2024";"22/04/2024";"18/04/2024";"18/04/2025";"Ministério da Defesa";"Comando da Marinha";"ESTADO-MAIOR DA ARMADA";"Sem Informação";"Outros";"00005/2024";"COMERCIAL MARCTEL COMERCIO E SERVICOS DE ALIMENTACAO LTDA";"30.945.249/0001-30";"Não se aplica";"16.455,60";
"03/01/2024";"05/01/2024";"03/01/2024";"03/01/2029";"Ministério da Justiça e Segurança Pública";"Departamento de Polícia Rodoviária Federal";"SUPERINTENDENCIA REG. POL. RODV. FEDERAL-ES";"Pregão - Registro de Preço";"Materiais";"00011/2023";"AUTARQUIA COMERCIO E SAUDE ANIMAL LTDA";"07.764.000/0001-07";"Não se aplica";"16.488,00";
"22/02/2024";"23/02/2024";"22/02/2024";"22/02/2025";"Ministério da Justiça e Segurança Pública";"Departamento de Polícia Rodoviária Federal";"SUPERINTENDENCIA REG. POL. RODV. FEDERAL-SP";"Pregão - Registro de Preço";"Materiais";"00003/2024";"AUTARQUIA COMERCIO E SAUDE ANIMAL LTDA";"07.764.000/0001-07";"Não se aplica";"16.488,00";
"18/03/2024";"11/04/2024";"18/03/2024";"18/03/2025";"Ministério da Justiça e Segurança Pública";"Departamento de Polícia Rodoviária Federal";"SUPERINTENDENCIA REG. POL. RODV. FEDERAL-RO";"Sem Informação";"Outros";"00006/2024";"DOUBLE SOLUCOES E TECNOLOGIA LTDA";"26.587.509/0001-76";"Não se aplica";"16.499,99";
"25/01/2024";"26/01/2024";"26/01/2024";"25/01/2025";"Ministério da Agricultura, Pecuária e Abastecimento";"Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"LABORATORIO FEDERAL DE DEFESA AGROPECUARIA/PA";"Dispensa de Licitação";"Outros";"00003/2024";"SUPERDREAM SANEAMENTO AMBIENTAL LTDA";"04.376.851/0001-94";"Não se aplica";"16.500,00";
"05/03/2024";"07/03/2024";"07/03/2024";"03/04/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"SUPERINTENDENCIA ESTADUAL DO MS/RR";"Dispensa de Licitação";"Serviços";"00002/2024";"JEAN CLAUDE GOES COSTA";"37.292.498/0001-13";"Não se aplica";"16.500,00";
"05/01/2024";"15/01/2024";"12/01/2024";"12/01/2025";"Ministério da Defesa";"Comando do Exército";"LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO";"Dispensa de Licitação";"Serviços";"00024/2024";"GOLDCOM TELECOMUNICACOES LTDA";"23.566.982/0001-89";"Não se aplica";"16.500,00";
"09/02/2024";"16/02/2024";"09/02/2024";"10/02/2025";"Ministério da Educação";"Instituto Federal do Amapá";"INSTITUTO FED DO AMAPA - SANTANA";"Pregão - Registro de Preço";"Outros";"00001/2024";"DULCELINA C. BARBOSA LTDA";"34.865.808/0002-34";"Não se aplica";"16.500,00";
"15/02/2024";"19/02/2024";"15/02/2024";"15/02/2025";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DISTRITO SANIT.ESP.INDIGENA - MEDIO PURUS";"Pregão - Registro de Preço";"Bens patrimoniais";"00002/2024";"ASTROLAR TECHNOLOGIE LTDA";"45.705.767/0001-54";"Não se aplica";"16.536,00";
"08/02/2024";"19/02/2024";"08/02/2024";"08/02/2025";"Ministério da Educação";"Instituto Federal do Mato Grosso";"INST.FED.MATO GROSSO/CAMPUS JUINA";"Pregão - Registro de Preço";"Materiais";"00009/2024";"COMERCIAL LUAR LTDA";"02.545.557/0001-33";"Não se aplica";"16.538,70";
"14/01/2024";"18/01/2024";"14/01/2024";"19/04/2025";"Ministério da Defesa";"Comando da Aeronáutica";"BASE AEREA DOS AFONSOS";"Sem Informação";"Serviços";"00059/2023";"FUNDACAO GETULIO VARGAS";"33.641.663/0001-44";"Não se aplica";"16.541,84";
"14/01/2024";"18/01/2024";"14/01/2024";"19/04/2025";"Ministério da Defesa";"Comando da Aeronáutica";"BASE AEREA DOS AFONSOS";"Sem Informação";"Serviços";"00058/2023";"FUNDACAO GETULIO VARGAS";"33.641.663/0001-44";"Não se aplica";"16.541,84";
"15/01/2024";"18/01/2024";"15/01/2024";"15/01/2025";"Ministério da Defesa";"Comando da Marinha";"CENTRO DE INTENDENCIA TECNOLOGICO DA MARINHA";"Sem Informação";"Outros";"00154/2023";"ZENITE INFORMACAO E CONSULTORIA S/A";"86.781.069/0001-15";"Não se aplica";"16.548,00";
"04/03/2024";"20/03/2024";"04/03/2024";"04/03/2025";"Ministério da Defesa";"Comando do Exército";"14 BATALHAO LOGISTICO";"Pregão - Registro de Preço";"Outros";"00008/2024";"J J ALIMENTOS & CONVENIENCIAS LTDA";"07.523.249/0001-20";"Não se aplica";"16.558,00";
"11/04/2024";"19/04/2024";"11/04/2024";"10/04/2025";"Ministério da Defesa";"Comando da Aeronáutica";"BASE AEREA DOS AFONSOS";"Pregão";"Outros";"00016/2024";"CROWN SERVICOS DE ELEVADORES LTDA-ME";"04.171.974/0001-99";"Não se aplica";"16.608,00";
"05/04/2024";"09/04/2024";"05/04/2024";"05/04/2025";"Ministério da Agricultura, Pecuária e Abastecimento";"Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"LABORATORIO FEDERAL DE DEFESA AGROPECUARIA/SP";"Pregão - Registro de Preço";"Outros";"00041/2024";"GRAULAB BRASIL MATERIAL PARA LABORATORIO S A";"64.568.710/0001-03";"Não se aplica";"16.690,00";
"16/04/2024";"22/04/2024";"16/04/2024";"16/04/2025";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INSTITUTO EVANDRO CHAGAS";"Pregão - Registro de Preço";"Outros";"00113/2024";"NACIONAL SAFETY EQUIPAMENTOS DE SEGURANCA LTDA";"24.402.903/0001-67";"Não se aplica";"16.700,00";
"02/02/2024";"05/02/2024";"15/02/2024";"15/02/2034";"Ministério da Justiça e Segurança Pública";"Departamento de Polícia Federal";"SUPERINTENDENCIA REGIONAL NO ESTADO DO PA";"Sem Informação";"Outros";"00002/2024";"SANTO EDUARDO EMPREENDIMENTOS IMOBILIARIOS E PARTICIPACOES LTDA";"19.143.058/0001-12";"Não se aplica";"16.710,10";
"04/03/2024";"06/03/2024";"04/03/2024";"04/03/2025";"Ministério da Defesa";"Comando da Aeronáutica";"GRUPAMENTO DE APOIO DO DISTRITO FED";"Dispensa de Licitação";"Outros";"00014/2024";"FACHINELI COMUNICACAO LTDA";"08.804.362/0001-47";"Não se aplica";"16.716,00";
"15/04/2024";"17/04/2024";"15/04/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"BASE ADM DA BRIGADA DE INFANTARIA PQDT";"Sem Informação";"Outros";"00010/2024";"AGUAS DAS AGULHAS NEGRAS S.A";"09.195.493/0001-37";"Não se aplica";"16.728,00";
"21/04/2024";"15/01/2024";"15/01/2024";"31/12/2024";"Ministério da Defesa";"Comando do Exército";"4 BATALHAO DE ENGENHARIA DE COMBATE";"Sem Informação";"Outros";"00002/2024";"ABREU & ALMEIDA SERVICOS MEDICOS LTDA";"45.452.024/0001-10";"Não se aplica";"16.750,00";
"17/01/2024";"22/01/2024";"17/01/2024";"17/01/2025";"Ministério da Educação";"Instituto Federal Baiano";"INST.FED.BAIANO / CAMPUS ITABERABA";"Dispensa de Licitação";"Materiais";"00001/2024";"L L SOUZA OLIVEIRA & CIA LTDA";"07.214.087/0001-49";"Não se aplica";"16.775,00";
"10/04/2024";"11/04/2024";"10/04/2024";"09/04/2025";"Ministério da Educação";"Instituto Federal do Espírito Santo";"INST.FED. ESPIRITO SANTO/CAMPUS LINHARES";"Dispensa de Licitação";"Outros";"00003/2024";"5S SOLUCOES E COMERCIO DE EQUIPAMENTOS DE TELEFONIA E INFORMATICA LTDA";"11.507.196/0001-21";"Não se aplica";"16.800,00";
"06/03/2024";"07/03/2024";"07/03/2024";"06/03/2025";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"EBSERH HU-UFGD";"Inexigibilidade de Licitação";"Serviços";"00002/2024";"HENRY EQUIPAMENTOS ELETRONICOS E SISTEMAS LTDA";"01.245.055/0001-24";"Não se aplica";"16.800,00";
"01/02/2024";"02/02/2024";"02/02/2024";"02/02/2025";"Ministério da Defesa";"Comando da Marinha";"GABINETE DO COMANDANTE DA MARINHA";"Sem Informação";"Outros";"00002/2024";"R2 TELECOM COMERCIO DE PRODUTOS PARA INFORMATICA LTDA";"72.639.628/0001-42";"Não se aplica";"16.800,00";
"05/04/2024";"09/04/2024";"29/04/2024";"29/04/2026";"Ministério da Infraestrutura";"Departamento Nacional de Infraestrutura de Transportes";"SUPERINTENDENCIA REG. NO ESTADO RN - DNIT";"Sem Informação";"Outros";"00187/2024";"MAQ-LAREM MAQUINAS MOVEIS E EQUIPAMENTOS LTDA";"40.938.508/0001-50";"Não se aplica";"16.800,00";
"11/01/2024";"12/01/2024";"15/01/2024";"14/01/2025";"Ministério da Educação";"Universidade Federal de São Paulo";"UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO";"Pregão - Registro de Preço";"Serviços";"00004/2024";"MS TRADUCOES LTDA";"08.966.620/0001-91";"Não se aplica";"16.813,30";
"12/01/2024";"15/01/2024";"12/01/2024";"12/01/2025";"Ministério da Educação";"Instituto Federal do Maranhão";"INST.FED.DO MARANHAO/CAMPUS SAO LUIS-MACARANA";"Dispensa de Licitação";"Materiais";"00001/2024";"ILHA GAS LTDA";"29.685.547/0001-50";"Não se aplica";"16.850,00";
"12/01/2024";"15/01/2024";"15/01/2024";"15/09/2024";"Ministério da Defesa";"Comando do Exército";"9.BATALHAO DE SUPRIMENTO";"Dispensa de Licitação";"Materiais";"00009/2024";"ASSOCIACAO DOS AGRICULTORES FAMILIARES DO ASSENTAMENTO ALAMBARI MUNICIPIO DE SID";"08.953.816/0001-41";"Não se aplica";"16.915,66";
"12/04/2024";"16/04/2024";"16/04/2024";"15/04/2025";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO";"Pregão";"Outros";"00008/2024";"KLEBER ROBSON F DA SILVA";"22.757.148/0001-08";"Não se aplica";"16.931,76";
"10/01/2024";"16/01/2024";"10/01/2024";"15/10/2027";"Ministério da Educação";"Universidade Federal de Santa Catarina";"UNIVERSIDADE FEDERAL DE SANTA CATARINA";"Dispensa de Licitação";"Serviços";"00260/2023";"FUNDACAO DE ESTUDOS E PESQUISAS SOCIO ECONOMICAS";"83.566.299/0001-73";"Não se aplica";"17.000,00";
"31/01/2024";"01/02/2024";"01/02/2024";"01/02/2025";"Ministério da Educação";"Instituto Federal da Bahia";"INST. FED. DA BAHIA/CAMPUS ILHEUS";"Dispensa de Licitação";"Materiais";"00002/2024";"COOPERATIVA AGRICOLA DE DESENVOLVIMENTO SUSTENTAVEL DO SUL DA BAHIA - COOPADESBA";"28.716.605/0001-00";"Não se aplica";"17.000,00";
"08/02/2024";"05/04/2024";"14/02/2024";"14/02/2026";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DA UFMA";"Pregão";"Outros";"00021/2024";"UNIDAS MEDICAL IMPORTACAO E EXPORTACAO LTDA";"17.094.914/0001-61";"Não se aplica";"17.000,00";
"12/01/2024";"15/01/2024";"22/01/2024";"22/01/2025";"Ministério da Ciência, Tecnologia, Inovações e Comunicações";"Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto";"INSTIT.NACIONAL DE PESQUISA DA AMAZONIA-INPA";"Dispensa de Licitação";"Serviços";"00040/2023";"L. A. C. RINCONES LTDA";"26.754.231/0001-84";"Não se aplica";"17.053,00";
"04/01/2024";"08/01/2024";"04/01/2024";"04/01/2025";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INSTITUTO EVANDRO CHAGAS";"Pregão";"Materiais";"00137/2023";"LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD";"63.067.904/0005-88";"Não se aplica";"17.110,99";
"23/01/2024";"24/01/2024";"23/01/2024";"23/01/2025";"Ministério da Educação";"Universidade Federal Rural de Pernambuco";"UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO";"Dispensa de Licitação";"Materiais";"00002/2024";"PETROGAS LOGISTICA COMERCIAL GLP LTDA";"11.310.685/0002-70";"Não se aplica";"17.128,80";
"23/02/2024";"28/02/2024";"23/02/2024";"22/02/2025";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FJF";"Dispensa de Licitação";"Serviços";"00026/2023";"JND SOLUCOES TECNICAS LTDA";"41.284.875/0001-40";"Não se aplica";"17.150,00";
"02/01/2024";"09/01/2024";"02/01/2024";"02/02/2024";"Ministério da Saúde";"Fundação Oswaldo Cruz";"INST NACIONAL DE SAUDE FERNANDES FIGUEIRA";"Sem Informação";"Materiais";"00054/2023";"DRAGER INDUSTRIA E COMERCIO LTDA.";"02.535.707/0001-28";"Não se aplica";"17.150,35";
"12/04/2024";"16/04/2024";"12/04/2024";"10/07/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DISTRITO SANIT.ESP.INDIGENA - MG/ES";"Sem Informação";"Outros";"00018/2024";"BH2O BOMBAS E SERVICOS COM. E REPRESENTACOES LTDA";"29.513.460/0001-03";"Não se aplica";"17.160,00";
"17/01/2024";"29/01/2024";"25/01/2024";"25/01/2025";"Ministério da Educação";"Instituto Federal do Maranhão";"INST.FED.DO MARANHAO/CAMPUS BARRA DO CORDA";"Dispensa de Licitação";"Materiais";"00006/2024";"SILVANA DE SOUSA SILVA ALVES";"***.902.073-**";"Não se aplica";"17.172,75";
"01/04/2024";"05/04/2024";"01/04/2024";"01/04/2025";"Ministério da Ciência, Tecnologia, Inovações e Comunicações";"Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto";"MUSEU PARAENSE EMILIO GOELDI";"Pregão - Registro de Preço";"Outros";"00003/2024";"E. O. SOUZA & CIA LTDA";"37.065.611/0001-28";"Não se aplica";"17.176,00";
"17/01/2024";"29/01/2024";"25/01/2024";"25/01/2025";"Ministério da Educação";"Instituto Federal do Maranhão";"INST.FED.DO MARANHAO/CAMPUS BARRA DO CORDA";"Dispensa de Licitação";"Materiais";"00011/2024";"WESLEYANE ANDRADE SANTOS";"***.749.603-**";"Não se aplica";"17.249,75";
"12/04/2024";"16/04/2024";"12/04/2024";"12/04/2025";"Ministério da Ciência, Tecnologia, Inovações e Comunicações";"Conselho Nacional de Desenvolvimento Científico e Tecnológico";"CONSELHO NAC DE DESENV CIENT E TECNOLOGICO";"Pregão - Registro de Preço";"Outros";"00015/2024";"DINAMICA DISTRIBUIDORA E COMERCIO VAREJISTA DE ELETRODOMESTICOS LTDA";"37.544.176/0001-14";"Não se aplica";"17.250,00";
"24/01/2024";"26/01/2024";"24/01/2024";"24/01/2025";"Ministério da Educação";"Instituto Federal do Rio Grande do Norte";"INST.FED.DO RN/CAMPUS JOAO CAMARA";"Dispensa de Licitação";"Outros";"00022/2024";"COOPERATIVA AGROPECUARIA DOS ASSENTAMENTOS QUILOMBO DOS PALMARES II E ELDORADO D";"30.903.464/0001-79";"Não se aplica";"17.261,98";
"26/02/2024";"27/02/2024";"26/02/2024";"26/02/2025";"Ministério da Educação";"Instituto Federal do Rio Grande do Norte";"CPST FED RN / CAMPUS CANGUARETAMA";"Dispensa de Licitação";"Outros";"00041/2024";"ASSOCIACAO DE PRODUTORES DA REGIAO AGRESTE E ADJACENCIAS DO ESTADO DO RIO GRANDE";"36.055.810/0001-92";"Não se aplica";"17.282,97";
"11/03/2024";"14/03/2024";"18/03/2024";"17/03/2025";"Ministério da Defesa";"Comando do Exército";"15 BATALHAO LOGISTICO";"Pregão - Registro de Preço";"Materiais";"00002/2024";"KARINY CASTAGNOLI RUYZ DUTRA";"29.733.646/0001-60";"Não se aplica";"17.317,05";
"14/02/2024";"23/02/2024";"14/02/2024";"14/02/2025";"Ministério da Defesa";"Comando do Exército";"HOSPITAL MILITAR DE AREA DE MANAUS";"Pregão - Registro de Preço";"Outros";"00120/2023";"PHARMEDICE MANIPULACOES ESPECIALIZADAS LTDA";"10.461.807/0001-85";"Não se aplica";"17.326,00";
"24/01/2024";"06/02/2024";"24/01/2024";"24/01/2025";"Ministério da Defesa";"Comando do Exército";"ACADEMIA MILITAR DAS AGULHAS NEGRAS";"Pregão - Registro de Preço";"Bens patrimoniais";"00196/2023";"J A CRED SOLUCOES LTDA";"49.367.050/0001-09";"Não se aplica";"17.334,00";
"13/03/2024";"14/03/2024";"13/03/2024";"13/03/2025";"Ministério da Defesa";"Comando da Marinha";"ESCOLA NAVAL";"Dispensa de Licitação";"Serviços";"00002/2024";"INOVAT ELEVADORES LTDA";"42.030.091/0001-58";"Não se aplica";"17.344,92";
"14/03/2024";"18/03/2024";"14/03/2024";"14/03/2029";"Ministério da Educação";"Instituto Federal do Mato Grosso";"INST.FED.MATO GROSSO/CAMPUS CACERES";"Pregão - Registro de Preço";"Outros";"00002/2024";"FIRST EVOLUTION VIAGENS E TURISMO LTDA";"10.255.350/0001-52";"Não se aplica";"17.347,25";
"16/04/2024";"17/04/2024";"17/04/2024";"17/04/2025";"Ministério da Justiça e Segurança Pública";"Departamento de Polícia Rodoviária Federal";"SUPERINTENDENCIA REG. POL. RODV. FEDERAL-PI";"Pregão - Registro de Preço";"Outros";"00005/2024";"J & M SERVICOS LTDA";"53.103.146/0001-29";"Não se aplica";"17.366,88";
"12/04/2024";"16/04/2024";"12/04/2024";"12/04/2025";"Ministério da Saúde";"Fundação Oswaldo Cruz";"FUNDACAO OSWALDO CRUZ";"Sem Informação";"Outros";"00048/2024";"EDITORA NEGOCIOS PUBLICOS DO BRASIL LTDA";"06.132.270/0001-32";"Não se aplica";"17.398,03";
"06/03/2024";"15/03/2024";"06/03/2024";"04/05/2024";"Ministério da Economia";"Ministério da Economia - Unidades com vínculo direto";"ALFANDEGA DA RFB PORTO DE SANTOS";"Pregão - Registro de Preço";"Serviços";"00002/2024";"CARAPINHEIRO MANUTENCAO E COMERCIO DE EQUIPAMENTOS E ACESSORIOS MEDICO HOSPITALA";"11.610.111/0001-36";"Não se aplica";"17.400,00";
"11/03/2024";"05/04/2024";"18/03/2024";"19/09/2024";"Ministério da Defesa";"Comando do Exército";"15 BATALHAO LOGISTICO";"Pregão - Registro de Preço";"Outros";"00004/2024";"HORT FOODS LTDA";"34.365.540/0001-90";"Não se aplica";"17.409,20";
"22/02/2024";"27/02/2024";"22/02/2024";"21/02/2025";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FPV";"Dispensa de Licitação";"Serviços";"00004/2024";"PROBURNER COMBUSTAO INDUSTRIAL LTDA";"49.381.637/0001-64";"Não se aplica";"17.417,40";
"19/02/2024";"21/02/2024";"19/02/2024";"18/02/2027";"Ministério da Economia";"Ministério da Economia - Unidades com vínculo direto";"GERENCIA REG.DE ADMINISTRACAO DO ME - ALAGOAS";"Pregão";"Serviços";"00002/2024";"CENTRAIS VOIP LTDA";"11.199.079/0001-48";"Não se aplica";"17.452,00";
"06/02/2024";"07/02/2024";"06/02/2024";"05/02/2025";"Ministério da Educação";"Universidade Federal de Campina Grande";"UNIVERSIDADE FEDERAL DE CAMPINA GRANDE";"Pregão";"Bens patrimoniais";"00021/2024";"TECHX INFORMATICA LTDA";"48.411.373/0001-81";"Não se aplica";"17.460,00";
